Sample Name,Data File,Acquired,Location,Batch,Library,Barcode,Job Code,Sample ID,Project,User,Sample State,Sample Type,Description,Notebook,Raw File Name,Instrument,Processed,Container ID,Position,Submitter,Start Date,General Comments,Processing Comments,Overrides Comments,Flag Comments,Set,Subset,Group,Column,Row,Column Num,Row Num,Spare1,Spare2,Spare3,Spare4,Spare5,Product,Product/Standard,TWC_caffeine Rt(min),TWC_caffeine AreaAbs,TWC_caffeine BPM(+),TWC_Substance01 Rt(min),TWC_Substance01 AreaAbs,TWC_Substance01 BPM(+),TWC_o-toluic acid Rt(min),TWC_o-toluic acid AreaAbs,TWC_o-toluic acid BPM(+),TWC_Substance02 Rt(min),TWC_Substance02 AreaAbs,TWC_Substance02 BPM(+),TWC_Substance03 Rt(min),TWC_Substance03 AreaAbs,TWC_Substance03 BPM(+),TWC_Substance04 Rt(min),TWC_Substance04 AreaAbs,TWC_Substance04 BPM(+),TWC_Substance05 Rt(min),TWC_Substance05 AreaAbs,TWC_Substance05 BPM(+),TWC_Substance06 Rt(min),TWC_Substance06 AreaAbs,TWC_Substance06 BPM(+),TWC_Substance07 Rt(min),TWC_Substance07 AreaAbs,TWC_Substance07 BPM(+),UV280_caffeine Rt(min),UV280_caffeine AreaAbs,UV280_caffeine BPM(+),UV280_o-toluic acid Rt(min),UV280_o-toluic acid AreaAbs,UV280_o-toluic acid BPM(+),UV280_Substance03 Rt(min),UV280_Substance03 AreaAbs,UV280_Substance03 BPM(+),UV280_Substance06 Rt(min),UV280_Substance06 AreaAbs,UV280_Substance06 BPM(+),UV280_Substance07 Rt(min),UV280_Substance07 AreaAbs,UV280_Substance07 BPM(+),UV210_Substance05 Rt(min),UV210_Substance05 AreaAbs,UV210_Substance05 BPM(+),UV210_Substance06 Rt(min),UV210_Substance06 AreaAbs,UV210_Substance06 BPM(+),UV210_Substance07 Rt(min),UV210_Substance07 AreaAbs,UV210_Substance07 BPM(+),UV226_caffeine Rt(min),UV226_caffeine AreaAbs,UV226_caffeine BPM(+),UV226_Substance01 Rt(min),UV226_Substance01 AreaAbs,UV226_Substance01 BPM(+),UV226_o-toluic acid Rt(min),UV226_o-toluic acid AreaAbs,UV226_o-toluic acid BPM(+),UV226_Substance02 Rt(min),UV226_Substance02 AreaAbs,UV226_Substance02 BPM(+),UV226_Substance03 Rt(min),UV226_Substance03 AreaAbs,UV226_Substance03 BPM(+),UV226_Substance05 Rt(min),UV226_Substance05 AreaAbs,UV226_Substance05 BPM(+),UV226_Substance06 Rt(min),UV226_Substance06 AreaAbs,UV226_Substance06 BPM(+),UV226_Substance07 Rt(min),UV226_Substance07 AreaAbs,UV226_Substance07 BPM(+),BPI POSITIVE_caffeine Rt(min),BPI POSITIVE_caffeine AreaAbs,BPI POSITIVE_caffeine BPM(+),BPI POSITIVE_o-toluic acid Rt(min),BPI POSITIVE_o-toluic acid AreaAbs,BPI POSITIVE_o-toluic acid BPM(+),BPI POSITIVE_Substance03 Rt(min),BPI POSITIVE_Substance03 AreaAbs,BPI POSITIVE_Substance03 BPM(+),BPI POSITIVE_Substance05 Rt(min),BPI POSITIVE_Substance05 AreaAbs,BPI POSITIVE_Substance05 BPM(+),BPI POSITIVE_Substance06 Rt(min),BPI POSITIVE_Substance06 AreaAbs,BPI POSITIVE_Substance06 BPM(+),BPI POSITIVE_Substance07 Rt(min),BPI POSITIVE_Substance07 AreaAbs,BPI POSITIVE_Substance07 BPM(+),TWC_ester product Rt(min),TWC_ester product AreaAbs,TWC_ester product BPM(+),TWC_Substance08 Rt(min),TWC_Substance08 AreaAbs,TWC_Substance08 BPM(+),UV280_Substance02 Rt(min),UV280_Substance02 AreaAbs,UV280_Substance02 BPM(+),UV210_Substance04 Rt(min),UV210_Substance04 AreaAbs,UV210_Substance04 BPM(+),UV210_Substance08 Rt(min),UV210_Substance08 AreaAbs,UV210_Substance08 BPM(+),UV226_ester product Rt(min),UV226_ester product AreaAbs,UV226_ester product BPM(+),BPI POSITIVE_Substance01 Rt(min),BPI POSITIVE_Substance01 AreaAbs,BPI POSITIVE_Substance01 BPM(+),BPI POSITIVE_Substance02 Rt(min),BPI POSITIVE_Substance02 AreaAbs,BPI POSITIVE_Substance02 BPM(+),BPI POSITIVE_Substance04 Rt(min),BPI POSITIVE_Substance04 AreaAbs,BPI POSITIVE_Substance04 BPM(+),BPI POSITIVE_Substance08 Rt(min),BPI POSITIVE_Substance08 AreaAbs,BPI POSITIVE_Substance08 BPM(+),UV226_Substance04 Rt(min),UV226_Substance04 AreaAbs,UV226_Substance04 BPM(+),UV210_Substance03 Rt(min),UV210_Substance03 AreaAbs,UV210_Substance03 BPM(+),TWC_Substance09 Rt(min),TWC_Substance09 AreaAbs,TWC_Substance09 BPM(+),TWC_Substance10 Rt(min),TWC_Substance10 AreaAbs,TWC_Substance10 BPM(+),TWC_Substance11 Rt(min),TWC_Substance11 AreaAbs,TWC_Substance11 BPM(+),TWC_Substance12 Rt(min),TWC_Substance12 AreaAbs,TWC_Substance12 BPM(+),TWC_Substance13 Rt(min),TWC_Substance13 AreaAbs,TWC_Substance13 BPM(+),UV226_Substance12 Rt(min),UV226_Substance12 AreaAbs,UV226_Substance12 BPM(+),UV280_Substance01 Rt(min),UV280_Substance01 AreaAbs,UV280_Substance01 BPM(+),UV210_Substance01 Rt(min),UV210_Substance01 AreaAbs,UV210_Substance01 BPM(+),UV210_Substance02 Rt(min),UV210_Substance02 AreaAbs,UV210_Substance02 BPM(+),UV210_ester product Rt(min),UV210_ester product AreaAbs,UV210_ester product BPM(+),UV280_Substance05 Rt(min),UV280_Substance05 AreaAbs,UV280_Substance05 BPM(+),BPI POSITIVE_ester product Rt(min),BPI POSITIVE_ester product AreaAbs,BPI POSITIVE_ester product BPM(+),UV210_Substance09 Rt(min),UV210_Substance09 AreaAbs,UV210_Substance09 BPM(+),UV226_Substance08 Rt(min),UV226_Substance08 AreaAbs,UV226_Substance08 BPM(+),UV280_ester product Rt(min),UV280_ester product AreaAbs,UV280_ester product BPM(+),UV280_Substance04 Rt(min),UV280_Substance04 AreaAbs,UV280_Substance04 BPM(+),BPI POSITIVE_Substance09 Rt(min),BPI POSITIVE_Substance09 AreaAbs,BPI POSITIVE_Substance09 BPM(+),UV226_Substance09 Rt(min),UV226_Substance09 AreaAbs,UV226_Substance09 BPM(+),UV280_Substance08 Rt(min),UV280_Substance08 AreaAbs,UV280_Substance08 BPM(+),UV210_Substance10 Rt(min),UV210_Substance10 AreaAbs,UV210_Substance10 BPM(+),UV210_Substance11 Rt(min),UV210_Substance11 AreaAbs,UV210_Substance11 BPM(+),UV226_Substance10 Rt(min),UV226_Substance10 AreaAbs,UV226_Substance10 BPM(+),BPI POSITIVE_Substance11 Rt(min),BPI POSITIVE_Substance11 AreaAbs,BPI POSITIVE_Substance11 BPM(+),BPI POSITIVE_Substance10 Rt(min),BPI POSITIVE_Substance10 AreaAbs,BPI POSITIVE_Substance10 BPM(+),product/caffiene
E5,E5.raw,12/22/19 15:54,5:E,,,,YS01230,,,Yuning,Processed,Sample,E5,,C:\Users\cernaklab-admin\Documents\AnalyticalStudio\Archives\Yuning\YS01230\E5-12-22-19-155458.asa,ACQ-QDA#KAD3699,12/22/19 19:06,3,53,,1/1/0001,,,,,,,,5,E,5,5,,,,,,356065.3143,,0.442,338589.2064,195,0.996,15349.37755,529.4,0,0,0,1.055,16104.63525,226,1.32,156979.4076,198.1,1.43,45789.61895,228.2,1.482,16004.23139,211.1,1.517,14763.665,288.2,1.645,12461.11862,282.3,0.439,20355.15336,195,0,0,0,1.317,3782.23326,198.1,0,0,0,0,0,0,0,0,0,1.509,489.42933,288.2,1.634,198.6529,282.3,0.442,4106.34929,195,0,0,0,0,0,0,1.057,113.89927,226,0,0,0,0,0,0,1.519,180.47969,288.2,0,0,0,0.442,807501.061,195,0,0,0,1.321,532151.3445,198.1,0,0,0,0,0,0,0,0,0,1.339,356065.3144,573.4,0,0,0,0,0,0,1.421,1709.64187,228.2,0,0,0,1.34,10164.83742,573.4,0.998,343004.6112,529.4,0,0,0,0,0,0,0,0,0,1.431,178.7296,228.2,1.331,14626.32807,198.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.066,723.31646,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.337,5663.51054,573.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.051614486
F5,F5.raw,12/22/19 15:57,5:F,,,,YS01230,,,Yuning,Processed,Sample,F5,,C:\Users\cernaklab-admin\Documents\AnalyticalStudio\Archives\Yuning\YS01230\F5-12-22-19-155744.asa,ACQ-QDA#KAD3699,12/22/19 19:06,3,65,,1/1/0001,,,,,,,,5,F,5,6,,,,,,68274.9391,,0.443,275597.0313,195,0.497,28839.20052,226,0.76,171622.9496,265.1,0.693,44807.36753,150.3,0.838,22067.77796,327.2,0.879,29348.27055,316.2,1.111,26588.25681,290.2,1.196,60265.97445,244,1.321,12744.78863,456.1,0.44,16650.774,195,0.757,3490.34282,265.1,0,0,0,0,0,0,0,0,0,1.103,862.65486,290.2,1.186,2355.03149,244,1.331,2394.74306,456.1,0.443,3297.25589,195,0.498,432.51029,226,0.76,5191.90409,265.1,0.694,636.27292,150.3,0,0,0,1.113,733.82459,290.2,1.196,1349.13223,244,0,0,0,0.444,705627.7547,195,0,0,0,0.837,380911.5125,327.2,1.112,45606.65103,290.2,1.194,177890.0367,244,0,0,0,1.341,68274.93906,464.2,1.431,22145.68126,228.2,0,0,0,0,0,0,1.421,899.14815,228.2,1.341,1636.57315,464.2,0.496,47198.76572,226,0.694,159383.7675,150.3,0.881,28155.75715,316.2,0,0,0,0.88,549.58728,316.2,0,0,0,1.483,16750.55039,211.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.483,54087.72501,211.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247734668
G5,G5.raw,12/22/19 16:00,5:G,,,,YS01230,,,Yuning,Processed,Sample,G5,,C:\Users\cernaklab-admin\Documents\AnalyticalStudio\Archives\Yuning\YS01230\G5-12-22-19-160029.asa,ACQ-QDA#KAD3699,12/22/19 19:06,3,77,,1/1/0001,,,,,,,,5,G,5,7,,,,,,118911.6211,,0.442,271834.9111,195.1,0.692,41996.03836,150.3,0.759,134523.5078,265.1,0.836,35308.6211,327.2,0.999,131560.4865,269.2,1.112,57680.61761,269.2,1.32,38773.82046,269.2,1.432,34351.8855,269.2,1.482,22871.85631,269.2,0.44,16272.07753,195.1,0,0,0,0.997,4207.79739,269.2,0,0,0,0,0,0,1.331,4739.21053,269.2,1.421,1258.54583,269.2,0,0,0,0.443,3412.02593,195.1,0.693,610.88781,150.3,0.76,4063.38864,265.1,0.837,309.46205,327.2,1,2012.19265,269.2,0,0,0,1.432,125.51833,269.2,0,0,0,0.442,695502.5305,195.1,0,0,0,1,2681860.097,269.2,0,0,0,0,0,0,0,0,0,1.34,118911.6211,269.2,0,0,0,0,0,0,1.102,1932.01928,269.2,0,0,0,1.34,3230.66674,269.2,0.69,132322.4023,150.3,0.835,545359.7568,327.2,0,0,0,0,0,0,1.112,1643.97717,269.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43744058
H5,H5.raw,12/22/19 16:03,5:H,,,,YS01230,,,Yuning,Processed,Sample,H5,,C:\Users\cernaklab-admin\Documents\AnalyticalStudio\Archives\Yuning\YS01230\H5-12-22-19-160315.asa,ACQ-QDA#KAD3699,12/22/19 19:07,3,89,,1/1/0001,,,,,,,,5,H,5,8,,,,,,469718.4893,,0.442,389148.456,195,0.693,100067.2003,150.3,0,0,0,1.024,41605.91842,461.2,1.112,83768.20891,290.1,1.319,54612.34327,198.2,1.431,14146.34349,228.2,1.483,17135.73883,211.1,0,0,0,0.44,23447.28247,195,0,0,0,0,0,0,0,0,0,0,0,0,1.421,504.40298,228.2,0,0,0,0,0,0,0.443,4548.4454,195,0.693,1507.05587,150.3,0,0,0,1.025,400.17767,461.2,1.112,2060.13924,290.1,0,0,0,0,0,0,0,0,0,0.442,833883.4742,195,0,0,0,1.11,121350.2135,290.1,0,0,0,1.483,55923.48842,211.1,0,0,0,1.34,469718.4893,227.1,0,0,0,0,0,0,1.331,15316.99972,198.2,0,0,0,1.341,11693.92159,227.1,0.692,285056.3856,150.3,1.023,813543.6042,461.2,0,0,0,0,0,0,0,0,0,1.102,2834.4004,290.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.015,597.68846,461.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.338,7463.50386,227.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.207041894
A6,A6.raw,12/22/19 16:06,6:A,,,,YS01230,,,Yuning,Processed,Sample,A6,,C:\Users\cernaklab-admin\Documents\AnalyticalStudio\Archives\Yuning\YS01230\A6-12-22-19-160601.asa,ACQ-QDA#KAD3699,12/22/19 19:06,3,6,,1/1/0001,,,,,,,,6,A,6,1,,,,,,0,,0.442,351740.8519,195,0.692,164133.1243,150.3,0.759,78976.7118,150.3,0.844,134727.1025,353.2,0.964,132566.0246,279,1.058,36389.64373,443.2,1.111,20062.58469,622.3,1.321,242324.1903,198.1,1.43,32811.92185,228.2,0.439,21147.56573,195,0,0,0,0,0,0,1.317,4511.63896,198.1,0,0,0,1.102,665.51902,622.3,1.311,6448.36678,198.1,1.421,1295.47235,228.2,0.442,3619.37485,195,0.693,2314.3262,150.3,0.76,2349.7253,150.3,0.845,3772.62542,353.2,0.964,5237.12524,279,1.112,463.35987,622.3,1.32,3385.922,198.1,0,0,0,0.442,777894.2913,195,0,0,0,0.965,886540.8496,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.067,1184.93451,443.2,0,0,0,0,0,0,0.694,375161.5945,150.3,0.846,1465855.779,353.2,1.058,99014.333,443.2,0,0,0,1.059,686.97299,443.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B6,B6.raw,12/22/19 16:08,6:B,,,,YS01230,,,Yuning,Processed,Sample,B6,,C:\Users\cernaklab-admin\Documents\AnalyticalStudio\Archives\Yuning\YS01230\B6-12-22-19-160848.asa,ACQ-QDA#KAD3699,12/22/19 19:06,3,18,,1/1/0001,,,,,,,,6,B,6,2,,,,,,38126.3088,,0.442,357007.1382,195,0.299,26503.90996,150.3,0.76,250769.1729,150.3,0.528,24931.38365,262.1,0.67,31632.58249,223.1,0.693,108260.6226,150.3,0.835,12135.03259,352.2,1.111,21749.6003,268.1,1.321,18741.38621,198.1,0.441,21567.51155,195,0.757,5273.33761,150.3,0,0,0,0,0,0,0,0,0,0,0,0,1.103,824.83991,268.1,1.331,1608.09579,198.1,0.443,3611.80293,195,0.308,1366.5012,150.3,0.76,7550.66311,150.3,0,0,0,0,0,0,0.836,299.35677,352.2,1.113,618.7125,268.1,0,0,0,0.442,831433.0723,195,0,0,0,0.671,469964.0858,223.1,0.833,175730.6152,352.2,0,0,0,1.321,54025.49208,198.1,1.34,38126.30882,459.2,1.431,20699.79879,228.2,0,0,0,0,0,0,1.421,833.34454,228.2,1.341,1064.69264,459.2,0,0,0,0.517,164999.564,262.1,0.694,287075.1358,150.3,0,0,0,0.694,2707.97094,150.3,0,0,0,1.483,24346.1079,211.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.475,131.60733,211.1,0,0,0,0,0,0,0,0,0,1.481,90582.67334,211.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106794248
C6,C6.raw,12/22/19 16:11,6:C,,,,YS01230,,,Yuning,Processed,Sample,C6,,C:\Users\cernaklab-admin\Documents\AnalyticalStudio\Archives\Yuning\YS01230\C6-12-22-19-161134.asa,ACQ-QDA#KAD3699,12/22/19 19:06,3,30,,1/1/0001,,,,,,,,6,C,6,3,,,,,,46954.6523,,0.442,354697.2777,195.1,0.692,36268.00904,150.3,0.759,260692.8102,267.1,0.824,122138.6459,305.2,0.979,18341.0809,395.3,1.046,10431.81636,486.3,1.111,25007.46221,445.3,1.32,18511.48987,198.1,1.432,24020.28601,228.2,0.44,21392.20167,195.1,0.757,5205.77394,267.1,0,0,0,0,0,0,0,0,0,1.102,740.14103,445.3,1.331,1941.72319,198.1,1.423,739.26588,228.2,0.443,3644.75432,195.1,0.693,614.68484,150.3,0.76,8176.107,267.1,0.824,3232.51329,305.2,0.979,253.48124,395.3,1.112,591.41384,445.3,0,0,0,0,0,0,0.442,843130.7588,195.1,0,0,0,0.977,581064.143,395.3,0,0,0,0,0,0,0,0,0,1.34,46954.65226,198.1,1.481,13672.01582,226.1,0,0,0,0,0,0,0,0,0,1.34,1174.67632,198.1,0.692,142872.5994,150.3,0.823,2599389.724,305.2,1.046,201243.1862,486.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132379511
D6,D6.raw,12/22/19 16:14,6:D,,,,YS01230,,,Yuning,Processed,Sample,D6,,C:\Users\cernaklab-admin\Documents\AnalyticalStudio\Archives\Yuning\YS01230\D6-12-22-19-161420.asa,ACQ-QDA#KAD3699,12/22/19 19:06,3,42,,1/1/0001,,,,,,,,6,D,6,4,,,,,,51886.4255,,0.442,354637.6085,195,0.391,144781.5488,181,0.76,124299.1695,271,0.693,225205.1748,150.3,0.743,80309.1825,271,1.06,22781.23299,361.2,1.112,18443.7688,290.1,1.32,221875.7931,198.1,1.431,30349.08509,361.2,0.441,20620.06375,195,0,0,0,0.757,3943.74142,271,1.319,4017.12676,198.1,0,0,0,1.103,613.55497,290.1,1.312,6967.04004,198.1,1.423,1206.48869,361.2,0.443,5870.5894,195,0.393,3274.94244,181,0.761,4350.0034,271,0.694,3264.50768,150.3,0,0,0,1.113,477.68309,290.1,1.322,3859.37765,198.1,0,0,0,0.444,643742.9589,195,0,0,0,0.746,884969.8392,271,0,0,0,0,0,0,0,0,0,1.341,51886.42555,518.2,1.483,39164.83645,211.1,0,0,0,1.066,873.67802,361.2,1.473,111.9698,211.1,0,0,0,0.383,761758.4622,181,0.694,393864.8182,150.3,0,0,0,1.483,133006.4529,211.1,1.061,312.46738,361.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388,5947.36529,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.483,156.96833,211.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1463083
E6,E6.raw,12/22/19 16:17,6:E,,,,YS01230,,,Yuning,Processed,Sample,E6,,C:\Users\cernaklab-admin\Documents\AnalyticalStudio\Archives\Yuning\YS01230\E6-12-22-19-161706.asa,ACQ-QDA#KAD3699,12/22/19 19:06,3,54,,1/1/0001,,,,,,,,6,E,6,5,,,,,,97151.7343,,0.443,358992.1365,195,0.696,22772.76781,271.2,0.76,111747.6246,271.2,0.998,11057.11599,529.4,1.112,17768.02253,436.3,1.32,187835.1621,198.1,1.43,57698.68634,282.3,1.483,17999.33333,211.1,1.645,16395.8439,282.3,0.44,21595.75074,195,0,0,0,0,0,0,0,0,0,0,0,0,1.421,2229.66648,282.3,0,0,0,1.635,231.73153,282.3,0.443,3720.33749,195,0.706,562.69388,271.2,0.76,3376.25987,271.2,0.999,554.44574,529.4,1.113,542.85995,436.3,1.431,293.94983,282.3,0,0,0,0,0,0,0.444,842138.5526,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,97151.73433,573.4,0,0,0,0,0,0,1.311,7564.46059,198.1,0,0,0,0,0,0,0.704,2885591.764,271.2,0.998,1161178.183,529.4,1.321,100840.7274,198.1,0,0,0,1.321,4629.65585,198.1,1.102,547.83504,436.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.318,3626.32478,198.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.270623572
F6,F6.raw,12/22/19 16:19,6:F,,,,YS01230,,,Yuning,Processed,Sample,F6,,C:\Users\cernaklab-admin\Documents\AnalyticalStudio\Archives\Yuning\YS01230\F6-12-22-19-161951.asa,ACQ-QDA#KAD3699,12/22/19 19:06,3,66,,1/1/0001,,,,,,,,6,F,6,6,,,,,,43318.3231,,0.443,302993.3783,195,0.498,13808.50326,195,0.761,198754.2373,150.3,0.694,202715.0807,150.3,0.879,25522.62731,369.3,0.965,31507.28113,315.2,1.06,16596.18135,240.1,1.195,89017.59478,244.1,1.32,29507.25478,428.2,0.441,18345.89412,195,0.758,3986.90077,150.3,0,0,0,0,0,0,0,0,0,1.069,880.92735,240.1,1.187,3542.93658,244.1,1.332,1479.24943,428.2,0.443,3033.1428,195,0.498,200.18176,195,0.761,5876.11941,150.3,0.694,2899.31824,150.3,0.881,279.20469,369.3,1.061,244.62848,240.1,1.197,1725.72242,244.1,0,0,0,0.444,766870.2178,195,0,0,0,0.877,57583.32099,369.3,0,0,0,1.194,240932.228,244.1,0,0,0,1.34,43318.32311,282.3,1.431,18268.92367,228.2,0,0,0,0,0,0,1.423,732.77741,228.2,1.342,1255.18524,282.3,0,0,0,0.694,451301.2496,150.3,0.965,64974.903,315.2,0,0,0,0.966,496.86513,315.2,0,0,0,1.483,12875.94636,211.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.483,46718.3423,211.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142967887
G6,G6.raw,12/22/19 16:22,6:G,,,,YS01230,,,Yuning,Processed,Sample,G6,,C:\Users\cernaklab-admin\Documents\AnalyticalStudio\Archives\Yuning\YS01230\G6-12-22-19-162238.asa,ACQ-QDA#KAD3699,12/22/19 19:06,3,78,,1/1/0001,,,,,,,,6,G,6,7,,,,,,41500.7041,,0.441,342306.9029,195,0.692,230344.8569,150.3,0.759,102406.514,265.1,0.836,13838.59203,327.2,1,211326.9873,269.2,1.111,35958.68982,269.2,1.32,196209.1153,269.2,1.431,36614.06237,359.3,1.482,38317.16923,269.2,0.44,20573.96322,195,0,0,0,0.997,6812.93336,269.2,0,0,0,0,0,0,1.311,6015.97487,269.2,1.421,1301.20976,359.3,1.472,109.07234,269.2,0.443,3541.1215,195,0.693,3391.61457,150.3,0.76,3276.59012,265.1,0,0,0,1,3057.28169,269.2,1.32,3298.17457,269.2,1.432,133.40782,359.3,1.483,142.06378,269.2,0.442,825951.6509,195,0,0,0,0.998,3691994.76,269.2,0,0,0,1.44,112095.519,359.3,0,0,0,1.339,41500.70413,269.2,0,0,0,0,0,0,1.102,1161.05973,269.2,0,0,0,0,0,0,0.694,498833.6389,150.3,0.837,261053.3645,327.2,1.096,296024.9606,269.2,0,0,0,1.112,1151.21559,269.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.317,3494.97352,269.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121238292
H6,H6.raw,12/22/19 16:25,6:H,,,,YS01230,,,Yuning,Processed,Sample,H6,,C:\Users\cernaklab-admin\Documents\AnalyticalStudio\Archives\Yuning\YS01230\H6-12-22-19-162524.asa,ACQ-QDA#KAD3699,12/22/19 19:06,3,90,,1/1/0001,,,,,,,,6,H,6,8,,,,,,0,,0.443,331934.03,195,0.694,348283.2177,150.3,0,0,0,1.001,20974.67586,281.2,1.061,43464.62576,574.3,1.111,22528.43592,290.1,1.32,282969.7359,198.1,1.43,26483.00736,282.3,1.482,15748.57073,211.1,0.44,19933.32999,195,0,0,0,0,0,0,0,0,0,0,0,0,1.311,7162.53396,198.1,1.422,1023.75157,282.3,0,0,0,0.443,3375.79721,195,0.694,5125.67748,150.3,0,0,0,1.003,497.65912,281.2,1.06,812.96323,574.3,1.321,3781.93157,198.1,1.432,96.6465,282.3,0,0,0,0.442,798580.6201,195,0,0,0,1.069,35924.75409,574.3,0,0,0,0,0,0,1.479,69567.55299,211.1,0,0,0,0,0,0,0,0,0,1.102,983.54567,290.1,0,0,0,0,0,0,0.694,615460.4704,150.3,1,709000.5476,281.2,1.112,58971.44857,290.1,0,0,0,1.113,578.84006,290.1,1.066,1582.97176,574.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.318,5057.7114,198.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7,A7.raw,12/22/19 16:28,7:A,,,,YS01230,,,Yuning,Processed,Sample,A7,,C:\Users\cernaklab-admin\Documents\AnalyticalStudio\Archives\Yuning\YS01230\A7-12-22-19-162809.asa,ACQ-QDA#KAD3699,12/22/19 19:07,3,7,,1/1/0001,,,,,,,,7,A,7,1,,,,,,0,,0.442,324367.631,195.1,0.846,46616.44599,353.2,0.759,271642.7738,319.2,0.917,1310454.555,201,0.964,57990.1309,279,1.029,101264.223,491.3,1.246,82836.92109,291.1,1.32,25716.49637,198.1,1.358,99816.73427,291.1,0.44,19518.43307,195.1,0.757,5428.83032,319.2,0,0,0,0,0,0,0,0,0,1.237,873.16736,291.1,1.311,527.26965,198.1,1.348,546.05468,291.1,0.443,3366.19409,195.1,0.848,1438.72292,353.2,0.76,7723.99941,319.2,0.917,4405.0098,201,0.965,3143.81876,279,1.248,457.98763,291.1,1.321,405.06873,198.1,1.358,385.71617,291.1,0.442,751708.3562,195.1,0.767,144125.2879,319.2,0.965,808064.664,279,1.254,167104.0132,291.1,1.321,368098.8132,198.1,1.358,1200033.22,291.1,0,0,0,1.481,116813.2909,263,0.914,12179.93841,201,1.015,363.45443,491.3,1.471,4089.91989,263,0,0,0,0.846,834086.0625,353.2,0.917,2712626.224,201,1.019,272559.2986,491.3,1.481,2253543.099,263,1.029,743.59901,491.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.244,5744.80195,291.1,0,0,0,0,0,0,1.481,1547.16495,263,0,0,0,0,0,0,0,0,0,0,0,0,1.478,3310.7392,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
